STATION	LONGITUDE	LATITUDE	NOISE(NM/S)
GE.PBUR	21.929	56.024	237.576
NO.NC202	10.911	61.255	4.797
NL.T054	6.906	52.381	171.275
IV.SNTG	12.941	43.255	78.474
GE.SALP	35.191	32.069	999.288
KO.CORM	34.630	40.178	16.168
GB.LBWR	-1.725	53.401	5.546
NL.ZLV1	6.753	53.092	60.741
KO.FETY	29.084	36.635	40.649
SL.LJU	14.528	46.044	48.985
NL.G223	6.678	53.310	250.647
HE.KU6	29.891	66.025	8.824
NL.J02	5.195	52.725	6.014
IV.EMSA	14.945	37.498	616.496
FO.BETS	7.924	48.894	1009.407
IV.LIBRI	14.929	38.084	10.890
FR.OGCC	5.550	44.429	5.748
NL.ENM3	6.482	53.406	148.803
IV.NDIM	10.899	44.887	1884.724
FR.ARBF	5.332	43.492	21.989
Z6.CP01A	19.811	50.016	469.275
Y8.BG04A	26.461	42.834	85.751
NL.ENV2	6.634	52.894	335.125
Y5.BH20A	17.662	45.093	226.971
IV.VMAN	10.663	45.313	814.698
NL.DR022	6.508	52.703	796.415
NL.G513	6.885	53.173	655.380
HP.PDO	21.183	38.599	19.318
NO.NB200	11.215	61.040	5.080
SI.KOSI	11.378	46.463	20.034
NL.G414	6.892	53.223	152.159
TH.PLN	12.157	50.485	16.578
SX.WERD	12.307	50.448	8.131
KO.SVRH	31.523	39.447	20.457
SS.COI	-8.412	40.208	116.062
NL.ZH031	4.400	51.978	954.152
IV.ORI	16.450	40.051	48.311
GB.LMK	-0.326	53.457	249.314
NL.FR064	6.024	53.001	243.698
OE.FETA	10.729	47.021	4.969
IV.CASP	10.865	42.791	16699.706
OX.ACOM	13.514	46.548	20.211
CH.DIX	7.408	46.081	8.215
NL.G301	6.895	53.279	1049.903
Z6.A263A	17.315	46.641	338.848
Y8.RO07A	27.109	46.332	102.347
KQ.PEEM	13.765	54.139	190.823
NO.ARB5	25.498	69.536	7.061
1Y.GR28	21.140	37.890	114.399
GR.GRC2	11.374	48.867	31.239
IV.FERC	16.128	38.453	531.428
NL.T032	6.792	52.430	222.574
NL.G604	7.075	53.298	216.627
CH.VDL	9.449	46.483	25.154
NL.G111	6.889	53.367	493.338
NS.MOL	7.547	62.570	7.538
GR.A807	13.418	52.097	348.070
KO.KRBG	27.298	40.393	64.213
3D.OEM7	14.971	38.483	173.726
HL.LKR	22.999	38.650	34.771
IV.GATE	14.910	41.513	85.669
FR.CARF	2.105	42.715	6.792
IV.PANTE	11.995	36.810	62.932
HE.RMF	29.932	64.218	10.137
CA.CAVN	0.751	41.882	20.122
NL.G342	6.765	53.253	274.810
CA.CSOR	1.133	42.374	8.241
HT.NYDR	20.698	38.714	44.659
NL.PPB2	4.670	52.653	556.542
HE.VRF	29.609	67.748	14.541
NS.ROROS	11.555	62.562	4.978
NL.G703	6.538	53.241	542.024
HL.VAM	24.200	35.407	37.353
FR.SMPL	9.285	42.094	9.529
NL.ZH072	4.295	52.104	499.641
Y5.BH01A	18.963	43.626	76.222
IV.ATFO	12.572	43.367	23.518
NL.T053	6.906	52.381	271.543
QE.HNA2	4.961	60.611	11.845
NO.NC205	10.823	61.323	4.900
TH.GLEI	10.206	51.292	28.086
UP.LANU	21.996	68.047	5.495
NL.G492	6.731	53.176	817.063
NL.G531	7.080	53.167	522.684
NO.ARD4	25.536	69.527	6.649
HL.KLV	22.150	38.044	7.600
CH.LAUCH	7.772	46.416	12.160
IV.SALB	16.346	39.877	6.975
UD.LUBAR	27.758	49.920	56548.026
NL.G224	6.678	53.310	212.504
FR.TERF	-1.113	43.679	29.590
IV.ALJA	13.754	37.749	19.225
BW.MGS03	11.707	48.071	381.138
XP.FR35A	2.692	43.551	31.840
FR.NEEW	8.104	48.956	377.320
IX.RSF3	15.176	40.964	112.662
SL.GCIS	15.627	45.867	10.942
NL.G323	6.579	53.250	341.213
BW.HROE	10.157	50.537	17.202
HU.TRPA	22.539	48.130	25.479
KO.DAT	27.577	36.731	8.686
NO.NC302	11.473	61.233	6.002
IV.MRCB	15.703	38.162	21.602
1Y.MK04A	22.889	41.419	110.893
NL.GK044	6.326	53.246	229.656
NL.ZH013	4.288	51.914	696.322
KO.KULU	33.002	39.034	26.964
IV.VBKE	14.439	40.819	321.007
HT.KRND	23.150	37.383	40.562
ES.ZVGAR	2.510	42.143	21019.571
RO.BMR	23.497	47.673	151.112
Y8.PL23A	20.323	50.234	914.724
KO.CEYT	35.748	37.011	79.978
HP.DSF	22.527	38.411	16.955
NL.L2074	6.974	52.757	976.089
CH.BRANT	6.473	46.938	14.079
FR.LEMB	7.759	49.035	17.560
NL.G133	6.669	53.349	266.078
RO.TSSL	29.727	45.162	4060.592
CH.VDR	9.166	46.206	7.816
IV.TOLF	12.000	42.064	51.336
Y8.PL02A	22.537	49.378	11.213
NL.VLW4	7.097	52.968	506.716
WM.MAHO	4.266	39.896	62.632
NS.JNW	-8.424	71.027	18.847
IV.FVI	12.780	46.597	4.040
1Y.GR14	20.579	39.900	23.504
FR.ORDF	-0.937	43.212	10.633
NL.G572	7.022	53.135	407.562
IV.LATE	11.804	42.614	25.073
RO.BORR	21.786	47.090	827.950
EI.ITIP	-8.079	53.046	10.730
NL.G682	6.635	53.235	620.871
IV.OSSC	11.246	43.524	20.053
HL.SIVA	24.812	35.018	83.672
HT.TSLK	20.655	38.825	89.052
HP.PRMD	21.096	39.530	10.327
IV.ASSB	12.659	43.043	17.909
HU.EGYH	17.332	47.416	208.016
GB.LRW	-1.178	60.136	27.342
IV.IST3	15.230	38.799	1104.162
CH.LIENZ	9.492	47.294	12.374
NS.OSL	10.722	59.937	58.799
NL.G034	6.598	53.416	199.274
KQ.NONN	13.692	54.111	607.558
RD.SAVF	5.124	48.615	30.429
NL.G372	7.035	53.274	370.836
SX.ROHR	12.317	50.234	18.034
OX.CAE	12.438	46.009	36.094
KO.MERS	34.522	36.868	61.368
Y5.BH02A	18.424	43.875	37.450
IV.TDS	16.338	39.660	18.154
HA.KALE	22.140	38.391	45.978
HL.KZN	21.782	40.303	31.384
NL.ZH042	4.363	51.842	686.193
IV.HPAC	15.037	36.709	124.765
GU.ROTM	8.353	44.849	404.617
FR.MOLES	4.392	47.931	33.053
NL.G634	6.911	53.331	278.934
BW.BIB	11.247	48.152	137.390
1Y.GR06	26.272	41.339	65.374
1Y.GR18	22.668	39.728	18.245
NL.G082	6.644	53.395	468.514
HL.THI2	23.211	38.373	40.030
NL.G121	6.571	53.370	499.513
IV.SELL	16.628	38.983	6.606
Y8.RO25A	21.576	45.979	417.606
NL.VNDM3	6.839	53.115	320.630
NL.WYN4	5.458	53.200	329.885
NL.L2066	6.823	52.810	265.320
GR.ZARR	10.918	53.554	858.319
GR.HLGA3	7.894	54.175	141.869
Y8.BG19A	25.956	43.718	79.497
FR.VILS	4.086	49.122	87.475
NL.G424	6.989	53.222	165.060
HP.LTHK	20.837	37.709	68.971
IV.CELB	10.211	42.747	15.686
IV.ATMI	12.268	43.334	60.082
NO.NC405	11.715	61.113	5.483
NL.FR054	5.869	53.070	236.867
NL.OTL1	4.823	52.629	728.131
IV.RSM2	12.445	43.938	47.576
NL.L2081	6.920	52.670	381.232
Y8.RO04A	27.447	45.078	841.046
HT.OUR	23.979	40.333	20.224
Z6.A260A	16.706	47.283	344.611
NL.G331	6.671	53.250	862.640
RD.ETSF	-0.559	42.899	4.709
NL.G292	6.787	53.281	315.211
G.ECH	7.159	48.216	5.645
GR.LUEB	8.699	52.297	21.233
NL.G162	6.531	53.339	433.794
CA.CORI	2.049	41.972	12.562
IV.ARVD	12.942	43.498	8.628
RD.ROSF	-3.274	48.336	6.720
BW.BE1	11.221	47.911	44.945
Z6.CP02A	19.970	49.909	524.698
NO.ARD8	25.469	69.538	7.290
RO.LOT	23.770	45.446	35.716
KO.KDZE	31.443	41.313	37.553
NL.NH011	4.997	52.566	2327.742
FR.SLVF	2.164	44.191	6.015
NL.T041	6.890	52.437	163.078
HC.KOSP	27.281	36.881	295.784
IV.HSRS	15.222	37.093	82.678
HE.KPF	22.070	61.834	11.645
NS.VAGH	13.271	66.730	9.731
NL.T084	6.996	52.389	53.725
Z6.A027A	14.007	46.816	151.355
HT.KOKK	23.999	40.818	35.295
CQ.NATA	32.570	34.779	57.866
HT.GRG	22.401	40.957	22.012
GX.WANN	13.125	52.411	77.642
IV.CAMP	13.409	42.536	108.699
RO.NEGRR	27.877	45.537	233.673
IV.ECNE	15.002	37.765	3005.217
Z4.PSIS1	-0.723	46.184	55.936
CH.METMA	8.253	47.712	16.453
KO.AYDB	27.891	37.947	29.379
CH.VMV	9.022	46.423	13.887
RD.ETNF	6.038	48.262	20.167
NO.NBO02	10.857	61.049	4.692
HT.DMLN	20.373	38.239	186.295
XP.FR17A	2.259	45.145	12.729
FR.LEUC	2.554	44.761	7.074
GB.MCH1	-2.998	51.997	2.811
NL.L4117	6.631	53.032	52.477
NL.G103	6.804	53.378	387.041
1Y.GR24	22.194	38.689	6.402
CR.ZAG	15.994	45.829	1301.817
RO.CRAR	23.800	44.325	1465.581
Y8.PL01A	22.684	49.064	71.748
NS.JNE	-8.293	70.988	40.295
GU.BURY	7.557	43.782	51.387
NO.ARC7	25.494	69.540	7.134
NL.G542	6.758	53.124	536.653
KO.YAYO	27.073	39.611	19.351
CA.CARA	0.818	42.708	12.779
IV.SPS2	16.339	39.291	24.475
Y8.AVR	27.669	43.119	189.687
ML.XLND	14.220	36.032	88.908
KO.EDRB	26.744	41.847	15.069
BE.UCC	4.360	50.797	56.671
GR.FBRG	10.198	52.906	515.061
8D.A060B	7.978	46.993	15.904
IV.ROVR	11.072	45.647	30.111
HU.ABAH	21.240	48.296	31.505
NL.ZH023	4.488	52.074	424.566
IV.MARS	12.565	37.753	160.838
CQ.ATHA	33.396	35.141	776.162
KO.YALI	32.982	40.768	25.449
CH.FLACH	8.568	47.572	111.793
IV.VBKW	14.414	40.824	276.876
GR.KBON	11.773	54.116	112.890
BW.RTBE	12.824	47.745	20.539
NL.T063	6.910	52.343	74.655
QE.HNB2	4.965	60.613	12.460
KO.BZK	34.004	41.960	212.896
MN.VSL	9.378	39.496	11.199
HU.KOVH	18.100	46.088	12.704
RO.VASR	27.791	46.642	2284.228
RO.SCTR	27.995	45.674	816.589
XE.FRASC	16.266	39.838	136.217
IV.PTQR	13.401	42.022	23.999
NL.G214	6.594	53.313	321.092
FR.SGSF	3.619	45.048	7.010
XE.T0701	16.116	39.986	9.384
FR.CALF	6.922	43.753	14.235
IV.ECZM	14.904	37.731	537.206
XP.FR09A	2.630	46.138	8.197
SX.TRIB	12.137	50.352	12.468
FR.SDOF	-1.411	46.047	60.063
NL.G231	6.768	53.309	639.095
RO.TLCR	28.815	45.186	37.562
NL.G392	6.724	53.225	312.209
IV.MTCE	12.742	42.023	89.122
8C.CI19	6.899	45.945	60.087
DK.MUD	9.173	56.455	85.608
NS.KTK1	23.237	69.012	7.869
FR.URDF	-0.593	43.438	72.551
CH.PANIX	9.112	46.826	10.438
KO.SIMA	28.983	39.083	60.238
TH.HKWD	12.268	50.830	19.727
NL.G423	6.989	53.222	188.618
IV.ATVO	12.407	43.382	14.390
RO.ARR	24.633	45.366	47.727
HL.KEK	19.796	39.713	40.854
KO.GAZK	27.328	40.748	134.538
IV.USI	13.179	38.708	91.687
IV.VBKN	14.430	40.830	362.643
IV.MTSN	15.752	40.266	17.682
GU.BLANC	6.934	45.844	22.838
GR.WEEZ	9.627	52.303	263.731
HL.SKY	24.548	38.883	133.768
TH.GRZ1	12.220	50.691	10.292
NL.L2086	6.919	52.669	296.814
Z6.CP12A	20.284	48.790	12.616
RO.VOIR	25.049	45.437	5.118
IY.OPPI	16.010	38.267	2.294
NL.FR053	5.869	53.070	40.335
IV.PZIN	11.973	36.812	368.163
NL.G062	6.871	53.411	1399.116
NO.NC402	11.757	61.045	4.679
SL.PDKS	14.998	46.061	23.451
Y5.BH12A	17.157	44.393	14.853
CH.AIGLE	6.953	46.342	28.439
Z6.AL02A	19.396	41.409	356.024
1Y.GR01	23.291	41.285	60.683
NL.G633	6.911	53.331	355.809
ZO.PDN9	11.172	45.308	341.075
NL.VDM21	6.834	53.084	660.210
HA.LAKA	21.979	38.240	10.055
NO.ARA2	25.508	69.534	6.692
UP.AAL	19.994	60.178	19.002
KO.KVT	36.046	41.081	65.960
NL.G272	6.628	53.283	330.973
GU.GRAM	10.065	44.490	25.246
FR.CLF	2.260	48.020	40.239
NL.L2061	6.825	52.809	387.536
BW.GELB	11.251	48.163	254.226
NL.WYN3	5.458	53.200	78.103
Z6.A146A	12.975	48.293	275.160
NL.VNDM4	6.839	53.115	265.623
HT.SRS	23.595	41.109	13.905
FR.RSL	6.625	45.688	11.714
IY.SPDC	16.132	38.526	265.174
PL.KWP	22.707	49.631	47.035
NL.G182	6.722	53.331	360.158
NL.G021	6.806	53.449	5617.998
IV.ACER	15.943	40.787	52.372
HL.ORTH	20.696	37.851	59.648
IV.ECTS	15.121	37.882	44.846
NL.GK012	6.247	53.291	224.118
IV.GIGS	13.573	42.453	8.635
HC.RODP	23.758	35.560	36.200
CA.CEST	1.254	42.599	6.114
HC.GVDS	24.058	34.839	47.486
RO.DOPR	25.389	45.968	15.247
HT.KPRO	21.363	39.955	38.324
Y8.PL30A	17.694	50.144	25.616
NL.N032	6.405	53.111	306.246
KO.SERE	33.564	38.946	74.441
CH.NALPS	8.748	46.595	7.682
HL.VLS	20.589	38.177	36.038
Z6.A029A	13.761	47.430	20.721
QE.HNB5	4.949	60.612	13.452
NL.T064	6.910	52.343	58.258
NL.G652	6.954	53.169	565.445
KO.KLYT	29.042	41.253	89.536
KO.SAUV	30.327	40.740	99.863
NL.G213	6.594	53.313	321.675
NL.L1077	7.095	52.920	395.334
IV.MRB1	14.968	41.123	94.169
NL.G84B	7.038	53.221	0.265
CA.CBEU	2.676	42.256	13.491
XP.FR26A	4.575	44.514	16.190
MN.SENA	9.457	40.444	8.202
IV.BDI	10.597	44.062	8.879
MT.AVP	5.672	44.941	134.967
SL.GOLS	15.624	46.011	12.339
GE.ZKR	26.217	35.115	145.427
HL.PTL	23.864	38.047	92.692
HT.NEST	21.049	40.415	9.094
SL.ZAVS	15.025	46.434	15.260
FR.ATE	-0.701	43.086	5.198
NL.G314	7.022	53.296	357.636
UP.NOD	14.857	63.443	5.165
NL.G401	6.810	53.225	661.361
IV.MSRU	15.508	38.264	45.863
GR.GTTG	9.964	51.546	58.748
IV.SSFR	12.782	43.436	22.673
NL.ZH024	4.488	52.074	345.966
HL.THVA	23.336	38.330	546.046
NL.G104	6.804	53.378	259.339
IV.PESA	12.840	43.941	136.806
SL.BOJS	15.252	45.504	9.412
NI.PALA	12.924	46.245	13.810
WM.CART	-1.001	37.587	43.560
CQ.MVOU	33.632	35.016	26.094
Z6.HU24A	21.159	46.910	557.891
NL.G611	6.681	53.382	794.110
1Y.GR23	23.229	38.808	372.354
NL.G442	6.684	53.204	479.347
NS.LOSSI	17.791	68.191	10.539
HT.AOS2	23.844	39.148	40.181
OE.MYKA	13.642	46.630	10.201
IV.NRCA	13.114	42.834	9.701
MD.PURM	29.872	46.529	1360.695
GE.CSS	33.331	34.961	30.349
NL.T083	6.996	52.389	73.337
NO.NBO05	11.198	61.071	5.403
FR.REST	3.859	43.715	18.252
NL.FR032	5.713	52.981	427.532
NS.BER	5.330	60.385	26.282
FR.OGMO	6.683	45.209	214.832
IV.RMP	12.705	41.812	688.690
Y8.SGRR	25.974	44.223	446.758
KO.YER	28.284	37.134	33.984
HA.KARY	24.437	38.032	44.430
UD.KPD	26.460	48.563	21.000
FN.MSF	29.040	65.911	4.960
IV.PABO	14.387	41.749	88.142
IV.GIZZ	16.208	38.980	45.671
ML.MSDA	14.484	35.901	179.927
Y8.PL21A	19.871	49.558	36.627
NL.ZH033	4.400	51.978	327.954
CA.CTRE	0.772	42.322	8.669
BE.RCHB	5.227	50.155	20.472
NL.G303	6.895	53.279	348.136
RO.CHLR	29.289	45.425	687.549
UP.VIKU	16.699	58.502	15.728
NL.ENM1	6.482	53.406	370.257
FR.BALS	3.452	44.520	23.050
XP.FR08A	4.124	46.203	135.624
KO.DKL	26.905	39.071	114.438
FR.CAMF	-4.615	48.269	25.548
NL.G204	6.895	53.335	265.231
KO.EZN	26.325	39.825	36.623
HP.KSTR	20.576	39.249	4.471
NL.G511	6.885	53.173	1591.089
RO.HUMR	24.980	44.528	231.291
FN.RNF	26.014	66.609	5.641
GE.IMMV	23.981	35.461	46.045
GR.BRG	13.944	50.873	10.129
NO.NB202	11.278	61.007	4.752
NS.SKAR	8.304	60.681	8.807
NS.STOK	13.018	66.333	11.212
NL.G014	6.731	53.443	561.386
CH.WALHA	9.123	47.753	35.977
FR.OGVG	6.112	44.815	7.039
SX.LANDS	12.163	51.526	29.182
TH.MODW	12.468	50.943	16.136
OE.KBA	13.345	47.078	72.113
FR.OLIV	-4.144	47.923	12.959
GR.CLL	13.002	51.308	31.340
GR.BFO	8.330	48.330	9.803
FR.AJAC	8.763	41.928	56.049
Z6.A026A	14.551	46.933	12.656
FR.SALF	1.188	42.759	3.839
GE.IBBN	7.759	52.306	36.870
NL.G701	6.538	53.241	1025.249
HU.LTVH	21.901	47.385	422.649
NL.G552	6.846	53.143	567.116
GU.ENR	7.420	44.227	7.709
BW.TON	11.289	48.174	198.294
RO.SCHL	27.830	45.501	965.931
NL.G113	6.889	53.367	271.007
IV.APEC	12.420	43.558	47.346
3D.OEM5	14.966	38.422	252.061
GR.HLGB1	7.912	54.183	150.046
NL.G321	6.579	53.250	998.879
Z6.A261A	17.149	46.952	273.979
NL.G282	6.729	53.272	391.330
GU.CANO	8.237	44.208	25.769
Y8.RO05A	24.314	44.980	170.547
FR.BOUF	-1.638	47.161	26.981
CH.TRULL	8.682	47.649	136.774
BW.MGS01	11.510	48.067	307.629
CH.LKBD2	7.644	46.375	10.300
NL.FR044	6.119	52.876	118.275
HA.ACOR	22.869	37.891	24.000
KO.YESY	33.743	37.782	44.733
NO.NAO04	10.763	60.811	6.676
IV.SCIC	14.672	36.796	98.266
NL.ZH011	4.288	51.914	2491.839
IV.SCIAC	13.102	37.516	55.941
NO.NC300	11.414	61.262	5.420
NL.G434	7.079	53.232	115.715
NL.T051	6.906	52.381	444.426
QE.HNA0	4.957	60.611	11.998
UP.NRAU	15.040	59.571	7.503
CH.BOURR	7.230	47.394	32.860
NL.G533	7.080	53.167	230.388
NO.ARD6	25.490	69.523	6.757
RO.VARL	27.849	45.900	837.005
Z6.CP03A	20.082	49.747	25.502
KO.BGKT	28.773	41.181	112.967
GE.ISP	30.509	37.843	108.199
IV.PTRP	16.061	40.521	18.819
CA.CORG	1.317	42.229	6.813
NL.G172	6.636	53.336	290.385
NL.ZLV4	6.753	53.092	211.038
KO.KAMT	33.712	39.369	21.984
FR.CHIF	-0.406	46.133	47.790
FR.HARD	1.944	49.305	46.093
Y5.BH03A	17.689	43.821	26.650
GU.POPM	10.757	44.045	16.519
IX.LIO3	15.180	40.897	107.397
KO.APMY	29.302	37.472	34.857
CH.LLS	9.008	46.847	36.049
KO.KIZT	31.883	38.881	157.485
HL.PRAS	24.550	41.352	0.923
NL.G362	6.924	53.265	463.331
IV.VISG	11.434	44.189	8.635
CH.SAIRA	7.086	47.303	40.498
NO.NC605	11.410	60.777	6.748
IV.PGEL	11.979	36.794	103.827
NL.L2076	6.974	52.757	456.386
CH.DAGMA	8.012	47.231	54.778
IV.MPG	13.360	38.162	30.016
IV.PTMR	14.035	40.761	940.145
IV.IFOR	13.855	40.712	956.138
OE.SQTA	11.209	47.221	17.853
NL.G092	6.725	53.388	624.684
NL.G131	6.669	53.349	486.242
HP.GUR	22.342	37.936	16.086
RO.SULR	26.253	44.678	306.268
1Y.GR16	21.938	40.042	22.755
NS.HYA	6.186	61.163	11.558
GR.GRA2	11.358	49.654	42.869
NL.G624	6.842	53.387	355.693
KO.CRLT	27.736	41.129	1097.275
CQ.PARA	34.040	34.994	90.510
OE.VIE	16.362	48.248	1375.951
Z6.A036A	12.309	47.379	17286838.275
1Y.GR33	22.334	36.762	18.242
RO.BZS	21.640	45.619	9.915
NL.G601	7.075	53.298	521.213
SL.JAVS	14.064	45.893	6.951
TH.BONN	11.002	51.307	18.415
NL.TERZ	5.906	50.757	104.060
KO.RUZG	31.794	40.724	62.405
NL.VBG2	6.669	52.544	487.136
HL.IACM	25.071	35.306	884.050
KO.SARI	36.418	38.407	23.181
FR.MERIC	1.948	49.898	137.644
NL.G114	6.889	53.367	245.936
IV.PZUN	15.807	40.646	194.421
BW.MGSBH	11.639	48.030	73.980
IV.ESCV	14.815	37.747	495.824
NL.G013	6.731	53.443	784.484
XP.FR06A	3.447	46.378	420.064
IV.EPDN	15.017	37.766	2542.001
IV.OVO	14.397	40.828	408.010
HA.THIV	23.332	38.299	195.831
NL.FR022	5.930	52.856	497.563
Y8.PL10A	21.890	49.905	209.411
FR.MORSI	9.363	42.953	16.566
NS.KMY	5.245	59.211	16.830
NS.VADS	29.365	70.120	18.434
HP.AMT	21.709	37.532	66.055
NL.G452	6.764	53.200	396.720
IV.ORZI	9.931	45.406	1333.115
NL.G203	6.895	53.335	313.320
GR.TNS	8.449	50.224	18.649
AC.SRN	20.000	39.880	15.916
HT.ALN	26.046	40.885	8.224
FR.BSTF	5.643	43.801	8.270
NO.NB205	11.198	61.071	4.986
NL.G642	7.038	53.221	354.242
KO.DALY	28.653	36.816	26.917
NL.N022	6.453	53.072	369.572
FR.LATF	1.309	43.235	31.250
Y8.PL31A	18.354	50.070	1793.161
NL.ZH034	4.400	51.978	225.627
NL.G411	6.892	53.223	497.991
FR.OGSM	5.697	45.609	36.620
IV.EMAS	15.053	37.579	435.039
NL.G304	6.895	53.279	272.006
IV.CROCE	14.534	36.833	67.345
IV.MUCR	14.874	38.043	19.591
XP.FR18A	2.807	44.967	21.472
NL.FR061	6.024	53.001	797.363
TH.POSS	10.867	51.333	17.260
KO.TAHT	36.185	36.376	606.599
SX.SCHF	12.403	50.677	9.744
FR.PIAF	7.617	44.116	7.029
FR.NIMR	7.203	43.680	1198.507
IV.EPOZ	15.188	37.672	160.246
FR.OGDI	6.225	44.109	18.531
NL.L2071	6.975	52.757	653.602
NO.NC602	11.541	60.735	5.027
NL.G262	6.546	53.282	349.683
C4.CERN1	6.055	46.236	168.708
TH.THWA	10.677	50.763	16.031
AC.KBN	20.787	40.624	59.081
HL.GVD	24.087	34.839	80.177
HL.TETR	21.275	39.344	12.730
KO.YAYX	33.812	38.939	41.370
HA.PSAH	23.647	38.569	28.235
GR.SCHI	12.845	53.341	223.040
NL.VLW1	7.097	52.968	532.219
NL.G623	6.842	53.387	347.274
BW.FFB1	11.275	48.163	88.408
Y5.BH13A	16.320	44.891	17.185
1Y.GR11	22.190	40.523	65.679
Z6.AL03A	20.005	41.602	66.352
HP.ANX	21.921	38.593	4.259
TV.SU26	8.490	39.123	18.668
IV.CESI	12.905	43.005	21.898
IV.VPOB	14.383	40.853	789.422
CH.ACB	8.255	47.588	91.682
GB.CCA1	-5.228	50.187	23.836
7C.CS2FS	16.258	39.293	65.095
Y8.RO34A	22.996	46.414	12.195
IV.CSNT	11.290	43.473	17.498
XE.SHEVA	16.168	39.815	27.182
NL.G192	6.817	53.338	227.484
NL.G031	6.598	53.416	579.408
HL.KSTE	25.337	35.180	34.683
BW.ROTZ	12.207	49.767	8.338
NL.G534	7.080	53.167	180.195
PL.SUW	23.181	54.013	42.780
NO.ARD1	25.509	69.548	8.127
NS.HOMB	8.505	58.270	29.201
RO.STFAR	24.961	44.863	363.568
NO.NC200	10.835	61.281	5.552
NL.ZLV3	6.753	53.092	261.230
SL.SKDS	14.014	45.546	9.303
UD.AKBB	29.224	50.701	13.273
IV.CGL	9.296	39.366	16.804
Z6.A271A	18.834	47.155	756.110
RO.TLBR	28.047	44.544	367.244
NL.G221	6.678	53.310	542.038
FR.BRGF	1.771	45.957	7.228
FR.MTNF	-0.846	48.272	8.334
NL.G382	6.548	53.201	1570.892
NS.SNART	7.210	58.339	11.012
HE.RAF	21.765	61.022	19.176
NO.NAO03	10.808	60.788	6.232
NL.NIW2	6.043	53.355	169.791
NL.G072	6.546	53.395	389.749
FR.ENAUX	6.777	44.109	6.627
CL.PSAM	22.184	38.322	52.380
NL.FR043	6.119	52.876	248.487
Z6.CP13A	20.341	48.712	27.788
WM.AVE	-7.413	33.298	136.524
OE.MOA	14.266	47.849	7.296
TH.ANNA	12.645	50.889	13.092
NL.G433	7.079	53.232	150.105
NL.GK041	6.326	53.246	644.889
KO.PHSR	27.524	41.631	292.198
