STATION	LONGITUDE	LATITUDE	NOISE(NM/S)	NOISE(CATEGORY)
RO.CVD1	28.062	44.321	720.572	H
RO.DEV	22.898	45.887	74.557	M
RO.DRGR	22.711	46.792	3.743	L
RO.EFOR	28.632	44.075	253.231	H
RO.HARR	27.930	44.689	68.962	M
RO.HERR	22.416	44.881	7.788	L
RO.HUMR	24.980	44.528	129.179	M
RO.IASR	27.575	47.178	538.121	H
RO.ICOR	27.801	44.117	235.823	H
RO.ISR	26.543	45.119	59.121	M
RO.IZVR	27.765	45.544	223.983	H
RO.JOSR	25.515	46.706	327.668	H
RO.LEHL	26.819	44.474	357.099	H
RO.LEOM	28.247	46.473	321.987	H
RO.MDVR	21.713	44.782	6.207	L
RO.MFTR	28.422	44.178	328.778	H
RO.MLR	25.945	45.491	7.823	L
RO.NARR	26.737	45.816	121.236	M
RO.NEHR	26.295	45.427	20.879	L
RO.ONER	26.394	46.335	28.459	M
RO.PANC	27.148	45.872	390.152	H
RO.PGOR	26.977	44.920	560.162	H
RO.PLOR	26.650	45.851	49.751	M
RO.PLOR4	26.650	45.851	49.751	M
RO.PUNG	22.933	44.278	386.528	H
RO.RMGR	22.692	44.663	1072.050	H
RO.SCHL	27.830	45.501	456.150	H
RO.SCHLR	27.831	45.470	405.126	H
RO.SRE	23.204	44.661	190.916	M
RO.STFAR	24.961	44.863	264.278	H
RO.SULR	26.253	44.678	202.756	H
RO.TESR	26.649	46.512	37.298	M
RO.TGMR	24.522	46.528	663.768	H
RO.TLCR	28.815	45.186	23.420	L
RO.TPGR	28.420	44.856	28.477	M
RO.TSSL	29.727	45.162	6874.494	H
RO.TUDR	27.669	45.594	302.100	H
RO.VARL	27.849	45.900	506.962	H
RO.VASR	27.791	46.642	601.840	H
RO.VLAD	24.404	43.999	168.786	M
RO.VLDR	28.081	45.844	360.427	H
RO.VOIR	25.049	45.437	2.835	L
RO.ZIMR	25.365	43.657	572.826	H
SI.ABSI	11.320	46.728	10.365	L
SI.BOSI	11.319	46.495	431.771	H
SI.KOSI	11.378	46.463	19.183	L
SI.LUSI	10.944	45.959	17.019	L
SI.MOSI	10.550	46.616	11.704	L
SI.ROSI	11.412	46.928	26.609	M
SK.KOLS	22.273	48.933	12.063	L
SK.MODS	17.277	48.373	25.097	M
SK.ZST	17.102	48.196	1766.834	H
SL.BOJS	15.252	45.504	5.723	L
SL.CADS	13.737	46.228	13.613	L
SL.CEY	14.422	45.738	12.366	L
SL.CRES	15.457	45.826	24.122	L
SL.DOBS	15.470	46.150	7.356	L
SL.GBAS	14.443	45.935	7.328	L
SL.GBRS	14.810	45.531	3.892	L
SL.GCIS	15.627	45.867	52.061	M
SL.GOLS	15.624	46.011	35.400	M
SL.GORS	14.000	46.317	10.995	L
SL.GROS	15.502	46.461	7.757	L
SL.JAVS	14.064	45.893	7.397	L
SL.KNDS	14.381	45.528	9.668	L
SL.KOGS	16.250	46.448	42.221	M
SL.LJU	14.528	46.044	39.869	M
SL.MOZS	14.443	46.294	17.159	L
SL.PDKS	14.998	46.061	16.586	L
SL.PERS	15.114	46.636	27.148	M
SL.ROBS	13.509	46.245	4.877	L
SL.SKDS	14.014	45.546	11.494	L
SL.VISS	14.839	45.803	5.988	L
SL.VNDS	14.701	46.102	12.203	L
SL.VOJS	13.888	46.032	12.338	L
SL.ZAVS	15.025	46.434	12.338	L
ST.DOSS	11.188	45.881	15.454	L
ST.GAGG	10.959	46.084	5.314	L
TV.SU26	8.490	39.123	27.455	M
XP.FR01A	4.072	46.956	29.284	M
XP.FR02A	3.498	46.910	61.922	M
XP.FR03A	3.246	46.612	73.190	M
XP.FR04A	4.582	46.596	41.646	M
XP.FR05A	2.090	46.544	133.325	M
XP.FR06A	3.447	46.378	241.966	H
XP.FR07A	1.297	46.196	41.068	M
XP.FR08A	4.124	46.203	159.773	M
XP.FR09A	2.630	46.138	13.515	L
XP.FR10A	0.895	45.982	15.149	L
XP.FR12A	1.243	45.745	18.104	L
XP.FR13A	1.962	45.581	92.371	M
XP.FR15A	1.075	45.265	13.630	L
XP.FR16A	3.970	45.273	12.075	L
XP.FR17A	2.259	45.145	24.763	L
XP.FR18A	2.807	44.967	44.162	M
XP.FR19A	1.774	44.944	67.721	M
XP.FR20A	1.246	44.931	27.406	M
XP.FR21A	4.452	44.892	12.215	L
XP.FR22A	3.802	44.646	24.944	L
XP.FR23A	3.340	44.734	20.845	L
XP.FR24A	1.543	44.660	16.588	L
XP.FR25A	2.079	44.603	11.397	L
XP.FR26A	4.575	44.514	32.191	M
XP.FR27A	2.583	44.396	15.732	L
XP.FR28A	3.129	44.266	14.418	L
XP.FR29A	3.587	44.206	9.094	L
XP.FR30A	1.667	44.056	41.966	M
XP.FR31A	4.528	44.051	88.506	M
XP.FR32A	2.597	44.011	20.978	L
XP.FR33A	2.261	43.803	25.656	M
XP.FR34A	3.352	43.728	12.045	L
XP.FR35A	2.692	43.551	8.981	L
Y5.BH01A	18.963	43.626	94.723	M
Y5.BH02A	18.424	43.875	32.300	M
Y5.BH03A	17.689	43.821	25.701	M
Y5.BH04A	17.794	43.348	75.155	M
Y5.BH05A	18.585	43.170	37.898	M
Y5.BH06A	18.446	43.502	25.317	M
Y5.BH07A	18.036	43.751	45.208	M
Y5.BH08A	18.008	44.236	12.797	L
Y5.BH09A	16.616	44.786	123.125	M
Y5.BH10A	17.166	44.069	37.421	M
Y5.BH11A	16.531	44.482	4.006	L
Y5.BH12A	17.157	44.393	34.507	M
Y5.BH13A	16.320	44.891	17.302	L
Y5.BH14A	17.657	44.514	21.205	L
Y5.BH15A	18.465	45.058	720.767	H
Y5.BH16A	18.089	44.726	196.387	M
Y5.BH17A	18.551	44.384	109.359	M
Y5.BH18A	18.997	44.770	263.667	H
Y5.BH19A	19.093	44.398	33.778	M
Y5.BH20A	17.662	45.093	1893.283	H
Y8.AVR	27.669	43.119	133.927	M
Y8.BG01A	27.193	43.689	145.130	M
Y8.BG02A	27.709	43.629	321.156	H
Y8.BG03A	26.938	43.132	455.145	H
Y8.BG04A	26.461	42.834	76.877	M
Y8.BG05A	27.199	42.604	59.728	M
Y8.BG11A	26.255	42.061	21.348	L
Y8.BG12A	26.780	42.118	95.406	M
Y8.BG13A	27.729	42.088	79.742	M
Y8.BG19A	25.956	43.718	87.326	M
Y8.JURR	28.877	44.766	125.830	M
Y8.PL01A	22.684	49.064	15.766	L
Y8.PL02A	22.537	49.378	8.873	L
Y8.PL03A	22.897	50.022	1190.279	H
Y8.PL05A	22.121	49.260	137.729	M
Y8.PL06A	22.137	49.594	178.367	M
Y8.PL07A	22.404	49.943	314.475	H
Y8.PL08A	22.677	50.376	386.970	H
Y8.PL09A	21.405	49.642	78.473	M
Y8.PL10A	21.890	49.905	173.200	M
Y8.PL12A	21.929	50.579	739.845	H
Y8.PL13A	20.923	49.597	75.244	M
Y8.PL14A	21.070	49.879	78.859	M
Y8.PL15A	21.476	50.231	618.700	H
Y8.PL16A	21.355	50.592	24.176	L
Y8.PL17A	20.301	49.601	14.452	L
Y8.PL18A	20.506	49.970	1181.645	H
Y8.PL19A	20.944	50.283	617.954	H
Y8.PL21A	19.871	49.558	30.571	M
Y8.PL22A	20.074	49.836	37.378	M
Y8.PL23A	20.323	50.234	925.974	H
Y8.PL24A	19.004	49.724	16.266	L
Y8.PL26A	19.174	50.190	1282.384	H
Y8.PL27A	18.709	49.902	627.109	H
Y8.PL30A	17.694	50.144	47.247	M
Y8.PL31A	18.354	50.070	889.512	H
Y8.PL32A	19.862	49.294	128.414	M
Y8.RO01A	23.715	46.235	443.754	H
Y8.RO02A	25.308	46.946	45.878	M
Y8.RO03A	23.876	44.777	71.379	M
Y8.RO04A	27.447	45.078	420.030	H
Y8.RO05A	24.314	44.980	162.286	M
Y8.RO06A	22.339	47.311	632.258	H
Y8.RO07A	27.109	46.332	76.069	M
Y8.RO09A	20.904	45.716	947.814	H
Y8.RO10A	21.778	45.157	5.431	L
Y8.RO11A	22.813	44.984	9.543	L
Y8.RO13A	24.792	43.830	267.115	H
Y8.RO15A	24.398	44.314	31.072	M
Y8.RO16A	26.575	44.114	19.949	L
Y8.RO17A	25.475	45.028	196.327	M
Y8.RO18A	23.215	45.633	9.527	L
Y8.RO19A	23.316	45.152	169628.455	H
Y8.RO20A	22.097	45.388	23.592	L
Y8.RO22A	24.817	45.765	3.283	L
Y8.RO23A	23.727	45.866	390.278	H
Y8.RO24A	20.620	45.883	2653.565	H
Y8.RO27A	27.107	46.819	272.567	H
Y8.RO28A	24.529	46.836	1030.037	H
Y8.RO29A	24.996	46.146	909.314	H
Y8.RO30A	25.690	47.211	16.328	L
Y8.RO31A	21.311	46.278	2085.398	H
Y8.RO32A	23.825	47.221	273.051	H
Y8.RO35A	25.854	46.394	16.453	L
Y8.RO36A	25.124	47.340	27.084	M
Y8.RO37A	24.450	47.460	12.349	L
Y8.RO38A	25.940	47.684	1057.889	H
Y8.RO39A	26.646	47.736	2753.803	H
Y8.RO43A	26.052	46.624	47.181	M
Y8.RO45A	27.433	45.450	1995.961	H
Y8.RO46A	27.247	46.612	607.611	H
Y8.SGRR	25.974	44.223	222.885	H
Z6.A015A	14.994	48.934	5.684	L
Z6.A023A	14.070	48.461	8.580	L
Z6.A025A	14.416	47.521	93.364	M
Z6.A026A	14.551	46.933	9.279	L
Z6.A027A	14.007	46.816	8.230	L
Z6.A028B	13.950	47.095	7.958	L
Z6.A029A	13.761	47.430	9.692	L
Z6.A030A	13.561	47.828	26.792	M
Z6.A031A	13.498	48.427	33.603	M
Z6.A033A	13.126	47.480	41.648	M
Z6.A034A	13.078	46.911	14.100	L
Z6.A035B	12.642	47.160	19.721	L
Z6.A036A	12.309	47.379	11395335.163	A
Z6.A104C	9.657	48.127	107.003	M
Z6.A141A	11.849	47.753	24.281	L
Z6.A143A	11.003	47.684	11.941	L
Z6.A145A	12.391	47.869	60.572	M
Z6.A146A	12.975	48.293	237.677	H
Z6.A148B	12.477	48.509	135.729	M
Z6.A260A	16.706	47.283	256.492	H
Z6.A261A	17.149	46.952	217.727	H
Z6.A262A	16.528	46.864	243.948	H
Z6.A263A	17.315	46.641	205.435	H
Z6.A264A	17.290	46.160	191.113	M
Z6.A265A	17.795	46.424	272.746	H
Z6.A266A	18.265	46.526	148.096	M
Z6.A267A	18.482	46.946	406.551	H
Z6.A271A	18.834	47.155	214.402	H
Z6.A272A	18.965	46.744	244.878	H
Z6.A273A	17.816	45.916	384.802	H
Z6.A365A	10.733	48.165	201.329	H
Z6.AL01A	19.549	42.346	17.725	L
Z6.AL02A	19.396	41.409	539.397	H
Z6.AL03A	20.005	41.602	51.571	M
Z6.AL04A	19.562	41.007	394.858	H
Z6.AL05A	20.392	40.705	16.630	L
Z6.AL06A	19.758	40.089	96.458	M
Z6.AL07A	20.679	40.900	1059.943	H
Z6.AL08A	20.102	41.105	96.010	M
Z6.CP01A	19.811	50.016	329.593	H
Z6.CP02A	19.970	49.909	211.355	H
Z6.CP03A	20.082	49.747	14.550	L
Z6.CP05A	20.248	49.513	10.981	L
Z6.CP06A	20.269	49.461	26.082	M
Z6.CP07A	20.297	49.336	46.382	M
Z6.CP08A	20.272	49.272	25.230	M
Z6.CP09A	20.282	49.164	61.957	M
Z6.CP10A	20.322	49.035	51.304	M
Z6.CP11A	20.265	48.917	10.230	L
Z6.CP12A	20.284	48.790	21.625	L
Z6.CP13A	20.341	48.712	35.725	M
Z6.CP14A	20.467	48.636	8.283	L
Z6.CP15A	20.521	48.557	5.900	L
Z6.CP16A	20.540	48.342	33.614	M
Z6.GMRK	21.220	42.659	16.523	L
Z6.HU02A	20.525	48.122	4.106	L
Z6.HU04B	19.439	46.814	175.190	M
Z6.HU10A	19.019	47.845	57.181	M
Z6.HU11A	21.168	47.925	462.864	H
Z6.HU12A	20.827	47.183	168.702	M
Z6.HU21A	19.729	46.333	165.715	M
Z6.HU22A	19.131	46.328	307.564	H
Z6.HU23A	20.250	47.639	264.717	H
Z6.HU24A	21.159	46.910	184.331	M
Z6.KKS	20.402	42.073	23.291	L
Z6.ME01A	19.881	42.846	148.314	M
Z6.ME02A	19.122	43.156	12.716	L
Z6.ME03A	19.357	43.350	1091.213	H
Z6.ME05A	18.509	42.460	142.102	M
Z6.NKME	18.953	42.767	10.589	L
Z6.PEJK	20.278	42.643	30.520	M
Z6.PRZK	20.758	42.211	20.131	L
Z6.PVY	19.959	42.594	21.925	L
